500 104343
6 435 7.3
6 436 3.9
6 437 2.1
6 438 3.5
6 442 2.7
6 443 9.5
6 445 8.1
6 446 9.0
6 447 2.4
6 448 8.7
6 449 8.6
6 451 6.4
6 455 2.3
6 456 6.9
6 457 4.6
6 458 6.4
6 459 6.3
6 461 6.5
6 465 6.3
6 468 2.8
6 469 2.1
6 471 5.6
6 472 6.1
6 475 9.8
6 477 3.1
6 478 1.1
6 480 1.4
6 481 1.1
6 482 1.8
6 483 7.1
6 484 2.0
6 485 7.8
6 486 6.8
6 489 2.3
6 490 9.1
6 491 9.3
6 493 5.1
6 494 2.8
6 495 3.6
6 496 9.2
6 497 5.9
6 499 5.6
7 9 7.6
7 12 4.4
7 13 5.1
7 15 7.2
7 17 8.4
7 18 4.6
7 19 3.7
7 21 8.2
7 22 8.2
7 23 7.9
7 24 3.8
7 25 4.8
7 26 4.2
7 27 7.3
7 28 5.2
7 29 3.4
7 30 5.1
7 32 6.4
7 33 2.8
7 35 6.4
7 36 7.5
7 37 9.9
7 40 5.8
7 43 9.0
7 45 7.4
7 47 4.8
7 48 5.7
7 51 2.0
7 53 9.5
7 54 9.1
7 55 4.1
7 58 3.0
7 59 7.7
7 62 2.7
7 63 5.1
7 64 3.6
7 65 9.2
7 67 8.8
7 68 8.7
7 70 3.4
7 71 3.3
7 72 6.0
7 73 5.0
7 74 3.0
7 75 8.7
7 76 8.3
7 78 3.2
7 81 7.5
7 82 6.5
7 84 6.7
7 85 8.2
7 86 1.5
7 88 8.6
7 89 7.8
7 90 2.9
7 91 9.5
7 92 9.4
7 93 9.1
7 94 6.4
7 99 9.0
7 100 7.4
7 104 8.9
7 105 9.6
7 110 7.2
7 113 1.9
7 117 9.2
7 121 3.3
7 125 5.7
7 126 7.1
7 128 8.2
7 131 9.1
7 132 4.9
7 133 8.0
7 135 4.7
7 136 3.8
7 137 9.6
7 138 3.6
7 141 8.0
7 142 3.1
7 145 1.7
7 146 1.4
7 150 7.5
7 151 9.5
7 152 3.4
7 153 4.4
7 155 4.5
7 159 5.3
7 160 1.8
7 162 1.6
7 163 6.7
7 164 5.4
7 165 5.7
7 166 5.1
7 167 1.7
7 168 2.6
7 169 1.6
7 171 9.4
7 173 7.9
7 174 6.5
7 175 6.6
7 176 7.2
7 177 7.9
7 178 7.9
7 179 9.7
7 180 4.1
7 182 4.9
7 183 3.1
7 184 8.8
7 185 5.2
7 186 3.0
7 187 8.7
7 188 4.1
7 189 3.5
7 191 9.5
7 192 2.1
7 193 2.9
7 194 2.9
7 197 8.3
7 198 5.8
7 200 2.8
7 201 4.4
7 202 8.6
7 203 6.5
7 205 9.0
7 206 7.3
7 207 8.1
7 209 8.0
7 211 1.1
7 214 5.4
7 217 7.0
7 220 6.4
7 221 9.2
7 224 5.1
7 225 5.1
7 227 6.6
7 228 7.3
7 231 9.5
7 232 8.1
7 234 2.4
7 235 2.4
7 237 7.3
7 238 3.6
7 241 8.8
7 243 3.1
7 244 5.5
7 246 3.0
7 248 5.1
7 249 6.0
7 250 3.7
7 251 6.7
7 252 2.9
7 253 9.6
7 255 8.4
7 256 3.6
7 258 6.5
7 259 8.6
7 260 6.1
7 261 5.8
7 263 5.5
7 269 1.2
7 270 2.0
7 271 7.5
7 272 4.7
7 274 5.4
7 275 5.1
7 276 1.2
7 277 1.2
7 278 7.7
7 279 5.3
7 280 6.3
7 284 4.2
7 285 9.5
7 288 1.8
7 290 9.8
7 291 5.8
7 292 9.5
7 293 8.4
7 295 7.9
7 297 3.9
7 298 9.8
7 301 1.2
7 303 4.8
7 305 6.8
7 307 5.8
7 311 9.3
7 312 9.0
7 314 1.8
7 315 5.6
7 316 8.5
7 317 6.9
7 320 3.4
7 321 3.3
7 325 8.1
7 326 2.6
7 327 8.1
7 328 9.3
7 329 1.7
7 330 6.8
7 331 3.9
7 333 6.9
7 334 4.7
7 336 1.0
7 337 8.9
7 340 3.2
7 341 6.6
7 342 5.6
7 343 3.5
7 344 6.0
7 346 2.9
7 348 1.1
7 351 9.1
7 352 7.4
7 353 10.0
7 358 8.8
7 359 4.5
7 363 5.3
7 364 5.7
7 365 4.2
7 368 1.6
7 369 10.0
7 370 1.4
7 371 9.2
7 373 6.4
7 374 5.8
7 378 9.3
7 380 7.2
7 383 1.7
7 384 2.3
7 388 3.6
7 389 6.6
7 391 6.5
7 392 8.5
7 393 9.0
7 394 8.8
7 395 4.8
7 397 2.1
7 398 5.9
7 399 1.2
7 400 9.8
7 401 4.9
7 403 3.8
7 404 8.3
7 405 2.9
7 406 5.2
7 407 9.9
7 408 5.0
7 410 3.3
7 411 9.4
7 412 4.3
7 413 3.0
7 414 5.9
7 417 2.5
7 419 8.0
7 420 6.0
7 421 6.0
7 424 4.6
7 428 3.2
7 429 4.8
7 431 6.2
7 432 8.2
7 433 9.4
7 435 3.8
7 436 3.5
7 438 1.8
7 440 3.1
7 443 2.1
7 445 2.1
7 446 9.9
7 447 4.1
7 448 10.0
7 449 3.1
7 450 9.8
7 451 1.5
7 452 8.9
7 453 2.0
7 455 9.8
7 456 1.7
7 457 3.3
7 458 6.5
7 459 5.5
7 460 9.7
7 461 9.6
7 462 4.8
7 463 2.0
7 464 7.3
7 465 2.0
7 469 9.9
7 471 8.8
7 473 9.3
7 474 8.7
7 475 1.5
7 476 4.3
7 477 8.7
7 480 6.9
7 483 3.5
7 485 7.7
7 487 4.6
7 488 6.1
7 489 6.6
7 492 8.3
7 493 9.7
7 495 6.0
7 497 3.7
7 498 3.3
7 499 5.3
8 7 3.6
8 10 7.5
8 14 9.5
8 16 7.0
8 18 6.0
8 19 4.6
8 20 3.9
8 22 6.5
8 23 7.0
8 25 5.0
8 26 2.6
8 28 2.5
8 29 9.7
8 30 4.0
8 31 9.7
8 32 4.9
8 33 8.8
8 34 5.7
8 38 9.6
8 40 4.9
8 42 7.1
8 43 3.9
8 45 1.7
8 47 5.5
8 48 4.8
8 50 2.1
8 51 1.6
8 54 3.5
8 55 5.0
8 56 1.9
8 58 1.4
8 60 6.5
8 61 4.3
8 63 5.6
8 64 6.9
8 65 4.0
8 68 8.6
8 70 6.1
8 71 2.6
8 73 2.1
8 74 8.1
8 76 1.6
8 77 8.6
8 78 3.9
8 79 8.1
8 80 2.0
8 81 1.1
8 83 8.2
8 85 4.9
8 86 9.9
8 88 5.2
8 89 7.3
8 92 10.0
8 93 1.9
8 94 5.2
8 97 6.1
8 100 6.1
8 101 5.9
8 103 7.1
8 108 1.8
8 110 2.5
8 113 6.1
8 114 4.1
8 118 1.3
8 119 2.1
8 122 7.0
8 123 10.0
8 124 6.6
8 125 3.4
8 126 7.2
8 128 9.2
8 130 4.8
8 131 7.5
8 132 1.9
8 135 3.6
8 136 3.0
8 138 4.6
8 139 2.1
8 140 9.6
8 141 8.7
8 142 8.6
8 144 9.2
8 145 4.8
8 146 4.6
8 147 5.0
8 148 2.3
8 149 9.2
8 150 7.4
8 151 8.9
8 152 6.5
8 153 6.8
8 154 5.2
8 155 4.4
8 157 3.1
8 158 5.0
8 160 5.9
8 162 7.9
8 163 8.5
8 165 4.7
8 167 5.3
8 170 8.7
8 171 5.3
8 173 2.1
8 174 6.7
8 175 7.1
8 176 9.7
8 177 8.8
8 178 2.4
8 181 2.3
8 183 2.9
8 187 7.2
8 188 4.6
8 189 2.9
8 190 9.3
8 192 4.8
8 199 8.8
8 200 5.5
8 203 6.2
8 204 7.2
8 205 9.3
8 206 3.5
8 207 7.7
8 208 3.9
8 210 6.1
8 212 6.1
8 213 3.5
8 216 4.2
8 218 7.3
8 219 5.7
8 223 9.0
8 225 3.6
8 226 5.6
8 227 7.9
8 228 6.7
8 229 7.3
8 230 9.3
8 233 9.4
8 237 8.0
8 241 4.4
8 242 1.6
8 243 8.6
8 244 6.7
8 245 5.3
8 247 7.7
8 250 4.3
8 251 8.0
8 253 2.9
8 254 8.2
8 256 5.7
8 257 1.5
8 258 5.8
8 259 7.3
8 262 1.0
8 263 5.2
8 264 3.3
8 265 8.1
8 266 5.4
8 269 1.6
8 273 3.2
8 274 9.5
8 275 8.0
8 276 6.8
8 278 9.3
8 280 5.6
8 281 4.6
8 283 5.2
8 285 6.3
8 286 3.0
8 287 3.0
8 288 9.5
8 289 4.9
8 291 8.5
8 296 6.0
8 297 1.4
8 298 2.1
8 299 2.7
8 301 9.2
8 304 4.5
8 306 7.1
8 308 5.2
8 312 4.5
8 315 8.8
8 316 4.3
8 318 7.8
8 319 5.3
8 320 8.3
8 322 3.4
8 324 4.8
8 325 1.8
8 326 4.3
8 327 5.4
8 329 5.8
8 337 8.8
8 338 8.1
8 339 8.3
8 340 4.5
8 342 5.3
8 345 4.9
8 349 2.9
8 350 5.5
8 351 4.6
8 352 5.3
8 354 7.1
8 361 3.7
8 364 9.5
8 365 8.5
8 366 5.2
8 372 1.9
8 373 8.4
8 374 4.8
8 375 4.8
8 377 8.8
8 378 7.2
8 380 4.0
8 382 7.7
8 383 5.9
8 384 4.5
8 386 9.1
8 387 8.3
8 388 5.1
8 391 6.9
8 392 6.3
8 396 4.0
8 397 9.6
8 398 8.0
8 399 3.3
8 401 3.0
8 402 8.8
8 403 7.7
8 404 8.5
8 406 7.9
8 409 1.3
8 410 4.1
8 411 1.8
8 412 2.3
8 414 3.0
8 415 2.6
8 417 9.4
8 418 7.0
8 419 6.5
8 421 1.8
8 424 5.4
8 425 9.8
8 426 2.1
8 427 3.8
8 431 6.6
8 432 9.6
8 433 6.2
8 434 5.2
8 437 3.6
8 438 6.1
8 439 9.3
8 442 10.0
8 443 1.3
8 444 4.0
8 445 7.3
8 446 1.4
8 447 9.6
8 449 3.0
8 450 9.1
8 454 3.4
8 455 8.9
8 457 1.3
8 458 5.0
8 459 9.3
8 460 2.5
8 461 5.0
8 462 8.5
8 464 7.8
8 465 3.2
8 466 8.9
8 467 7.3
8 468 3.7
8 469 6.1
8 470 6.0
8 471 1.0
8 472 3.3
8 474 5.9
8 475 8.4
8 476 5.1
8 478 8.2
8 480 8.7
8 481 3.4
8 484 3.5
8 485 6.6
8 486 2.7
8 487 2.6
8 489 4.1
8 490 9.7
8 491 8.0
8 492 3.8
8 493 3.7
8 494 5.9
8 497 8.0
8 498 8.4
8 500 4.5
9 1 5.2
9 4 9.5
9 8 8.2
9 11 3.9
9 12 2.9
9 13 4.0
9 16 9.3
9 18 5.2
9 21 5.7
9 22 6.6
9 23 7.7
9 24 7.0
9 31 3.2
9 33 2.0
9 38 1.9
9 41 7.5
9 44 3.5
9 48 3.1
9 49 2.3
9 50 4.1
9 51 3.5
9 52 7.0
9 53 8.7
9 54 5.7
9 55 9.6
9 56 8.7
9 57 6.2
9 60 6.3
9 62 1.9
9 63 7.4
9 64 1.6
9 65 7.6
9 67 5.8
9 68 9.4
9 69 5.9
9 70 1.2
9 72 1.8
9 73 1.9
9 77 4.9
9 78 2.9
9 81 9.7
9 82 3.6
9 83 3.0
9 85 1.8
9 89 2.6
9 90 7.2
9 92 5.6
9 93 6.8
9 94 6.0
9 95 9.1
9 96 6.6
9 97 8.0
9 98 1.9
9 99 7.3
9 101 9.6
9 102 4.2
9 103 4.5
9 104 9.8
9 105 1.9
9 106 5.7
9 108 2.4
9 111 6.2
9 112 8.3
9 113 9.9
9 114 6.8
9 116 8.3
9 118 5.9
9 120 9.4
9 121 2.5
9 123 5.8
9 127 3.6
9 128 7.3
9 129 3.2
9 131 5.7
9 132 2.4
9 134 6.9
9 136 8.5
9 137 2.6
9 138 2.3
9 140 1.7
9 142 1.7
9 143 2.5
9 144 2.2
9 145 6.6
9 147 9.9
9 148 4.8
9 149 4.8
9 150 7.5
9 154 6.5
9 155 9.6
9 159 1.2
9 161 8.4
9 162 9.0
9 163 3.8
9 165 2.4
9 166 5.0
9 168 6.2
9 169 3.6
9 171 7.8
9 172 9.0
9 173 5.7
9 174 7.8
9 179 6.0
9 180 1.2
9 182 1.2
9 183 6.4
9 184 6.6
9 186 4.2
9 188 7.0
9 189 5.0
9 191 7.0
9 193 6.3
9 196 9.1
9 197 6.7
9 201 1.4
9 202 8.2
9 206 8.1
9 208 1.1
9 209 7.4
9 210 9.4
9 214 2.3
9 215 5.8
9 218 4.1
9 220 1.3
9 225 6.4
9 228 4.6
9 229 4.4
9 230 8.7
9 231 7.1
9 232 8.5
9 233 7.9
9 235 9.6
9 237 6.2
9 242 1.2
9 243 9.5
9 246 9.2
9 247 7.5
9 249 6.7
9 250 6.5
9 251 8.0
9 252 7.8
9 253 9.0
9 254 3.7
9 256 6.0
9 259 6.6
9 264 7.2
9 265 3.2
9 266 9.2
9 268 2.2
9 270 5.8
9 273 3.8
9 275 7.8
9 276 8.8
9 277 3.8
9 278 9.8
9 280 9.2
9 286 5.3
9 288 9.8
9 289 6.2
9 291 3.2
9 292 2.4
9 294 1.6
9 296 9.4
9 297 1.3
9 301 3.7
9 302 3.7
9 303 4.9
9 304 2.5
9 307 5.5
9 308 4.8
9 309 1.1
9 311 5.9
9 312 9.6
9 314 9.9
9 318 3.2
9 321 7.9
9 322 3.8
9 325 1.4
9 326 6.6
9 327 2.7
9 328 2.6
9 329 7.2
9 331 1.6
9 332 5.2
9 333 2.7
9 334 2.4
9 336 6.9
9 338 2.5
9 342 9.7
9 344 3.1
9 345 7.3
9 346 6.8
9 348 1.0
9 350 6.5
9 353 3.2
9 354 2.5
9 355 8.0
9 356 9.0
9 357 9.4
9 359 3.9
9 360 8.7
9 364 8.8
9 365 8.4
9 367 9.2
9 368 2.7
9 369 7.9
9 371 7.6
9 373 6.6
9 374 7.5
9 377 1.0
9 379 9.9
9 380 5.8
9 384 5.3
9 385 9.3
9 389 7.5
9 392 4.5
9 393 4.6
9 394 4.8
9 395 2.8
9 397 7.0
9 400 8.2
9 401 8.0
9 402 1.6
9 403 7.2
9 404 2.4
9 405 3.0
9 406 9.6
9 408 5.8
9 409 5.9
9 412 8.6
9 414 8.6
9 415 5.2
9 416 6.2
9 420 9.1
9 421 4.7
9 423 3.9
9 424 9.6
9 425 1.4
9 426 9.9
9 427 4.6
9 428 7.6
9 429 7.7
9 430 7.4
9 431 3.7
9 432 2.5
9 433 9.2
9 434 3.3
9 435 9.2
9 437 8.5
9 438 2.8
9 440 7.1
9 443 8.0
9 444 4.8
9 445 7.3
9 446 4.5
9 447 1.2
9 448 9.1
9 453 9.3
9 456 7.3
9 457 1.5
9 459 9.7
9 461 4.5
9 468 4.7
9 469 4.9
9 470 5.0
9 472 9.3
9 473 4.7
9 476 5.7
9 477 1.2
9 478 3.7
9 479 8.2
9 480 3.0
9 482 5.2
9 483 5.4
9 484 7.7
9 486 9.7
9 487 5.4
9 489 5.7
9 490 6.6
9 492 1.3
9 494 8.1
9 495 3.5
9 496 7.9
9 497 5.9
9 498 9.3
9 500 7.1
10 3 4.8
10 7 9.0
10 12 9.1
10 13 8.4
10 14 2.2
10 16 9.3
10 17 7.2
10 19 5.5
10 21 1.5
10 23 3.2
10 24 2.1
10 25 1.4
10 28 9.8
10 29 3.0
10 30 6.2
10 31 9.4
10 32 9.0
10 33 5.1
10 35 7.6
10 36 9.1
10 39 7.7
10 43 4.1
10 44 1.5
10 45 3.2
10 46 7.3
10 47 3.0
10 48 7.3
10 49 5.1
10 51 5.0
10 52 7.4
10 53 4.8
10 56 8.9
10 57 5.5
10 58 5.6
10 59 5.8
10 60 4.9
10 61 2.5
10 63 4.7
10 64 1.0
10 69 3.1
10 70 8.3
10 71 7.2
10 76 7.2
10 77 5.7
10 78 5.8
10 79 4.7
10 80 3.5
10 81 8.4
10 83 3.3
10 84 6.3
10 86 9.3
10 88 5.9
10 89 1.5
10 91 5.0
10 93 4.7
10 94 1.6
10 95 9.9
10 96 4.6
10 98 9.6
10 99 6.6
10 100 5.2
10 102 8.2
10 103 8.9
10 105 1.5
10 108 1.1
10 109 2.2
10 110 9.7
10 111 4.1
10 112 7.0
10 114 3.6
10 115 4.3
10 118 2.8
10 119 6.0
10 120 4.9
10 121 8.9
10 124 9.0
10 125 3.7
10 126 3.2
10 131 9.5
10 132 1.9
10 136 3.5
10 137 2.5
10 139 6.6
10 142 1.1
10 143 2.5
10 144 8.0
10 145 7.8
10 146 9.3
10 147 4.9
10 148 3.1
10 149 3.0
10 152 1.9
10 153 2.2
10 154 6.4
10 155 2.1
10 156 1.2
10 157 1.3
10 158 2.8
10 159 4.7
10 160 5.9
10 161 5.6
10 162 5.4
10 167 5.4
10 168 1.5
10 171 2.2
10 175 1.5
10 181 5.5
10 184 5.0
10 186 3.5
10 187 2.3
10 189 1.9
10 191 1.5
10 193 2.2
10 194 2.6
10 195 2.9
10 197 8.2
10 198 7.0
10 199 7.9
10 200 5.2
10 203 2.0
10 204 7.4
10 206 1.6
10 207 3.8
10 208 5.1
10 209 7.2
10 210 8.0
10 211 9.6
10 212 8.2
10 214 5.3
10 217 7.3
10 219 9.7
10 222 9.8
10 224 3.9
10 225 6.7
10 227 6.5
10 228 5.7
10 229 4.7
10 230 3.3
10 234 9.6
10 236 3.5
10 237 4.5
10 238 7.7
10 239 3.1
10 242 4.3
10 243 1.1
10 244 9.9
10 245 7.4
10 248 5.7
10 250 7.1
10 253 8.1
10 254 5.0
10 255 6.1
10 256 4.1
10 258 3.2
10 260 5.5
10 263 2.5
10 264 9.6
10 265 1.4
10 266 9.6
10 267 3.4
10 268 9.5
10 269 4.4
10 270 9.0
10 271 9.1
10 272 1.8
10 273 2.9
10 274 6.4
10 275 9.6
10 276 5.9
10 277 8.6
10 279 4.1
10 284 3.0
10 285 3.9
10 286 4.5
10 290 7.3
10 291 9.2
10 294 3.3
10 295 6.2
10 296 5.7
10 297 5.1
10 298 7.6
10 300 1.2
10 301 9.0
10 303 3.3
10 308 1.7
10 310 4.1
10 311 9.2
10 312 5.0
10 313 5.6
10 314 4.0
10 316 8.6
10 317 7.9
10 319 1.7
10 320 6.4
10 322 4.7
10 323 2.6
10 324 3.6
10 328 1.7
10 329 4.3
10 331 7.0
10 332 6.6
10 333 9.2
10 334 7.7
10 339 4.9
10 340 7.9
10 341 1.3
10 343 2.6
10 344 1.7
10 345 4.2
10 347 3.3
10 349 6.4
10 350 9.7
10 351 1.2
10 354 5.7
10 355 2.7
10 356 5.2
10 357 5.8
10 358 1.5
10 359 7.8
10 360 8.8
10 361 8.4
10 362 3.7
10 363 6.0
10 366 7.6
10 367 3.8
10 368 6.4
10 369 1.7
10 370 3.1
10 374 1.9
10 375 2.1
10 376 1.1
10 377 9.8
10 380 4.7
10 381 4.2
10 383 1.9
10 387 6.2
10 389 8.5
10 390 8.7
10 391 1.4
10 393 9.6
10 395 4.7
10 397 1.7
10 401 6.8
10 402 3.4
10 403 5.7
10 405 3.4
10 407 1.1
10 409 5.5
10 410 9.1
10 412 1.4
10 414 2.4
10 416 1.9
10 417 2.4
10 418 7.0
10 420 1.6
10 422 3.7
10 423 2.1
10 426 5.8
10 427 3.5
10 429 7.2
10 430 7.1
10 431 3.6
10 432 7.5
10 433 3.1
10 435 4.1
10 437 7.8
10 438 4.8
10 439 1.3
10 444 9.8
10 445 8.8
10 447 3.3
10 448 7.0
10 449 4.4
10 454 1.2
10 458 8.4
10 459 8.6
10 460 5.8
10 463 7.4
10 464 7.3
10 466 5.8
10 468 4.3
10 469 4.8
10 471 9.6
10 472 4.7
10 473 5.3
10 474 4.0
10 475 5.0
10 476 5.7
10 477 2.3
10 478 3.0
10 479 2.4
10 480 7.3
10 481 7.2
10 485 4.3
10 490 6.9
10 491 9.8
10 493 4.4
10 495 5.7
10 496 7.3
10 497 2.0
10 499 9.7
10 500 3.4
11 4 8.9
11 8 7.9
11 10 8.1
11 12 5.9
11 13 1.2
11 14 1.1
11 16 5.5
11 17 4.9
11 19 3.2
11 24 9.8
11 26 1.8
11 28 9.7
11 29 2.9
11 30 5.4
11 33 2.4
11 34 9.5
11 35 9.6
11 38 1.7
11 40 6.3
11 41 6.4
11 43 5.2
11 45 8.2
11 46 2.4
11 47 9.1
11 48 5.5
11 49 6.1
11 50 5.5
11 54 7.5
11 56 1.8
11 58 9.9
11 60 3.1
11 62 9.3
11 63 1.6
11 64 2.3
11 65 7.1
11 69 3.4
11 70 9.0
11 71 4.3
11 72 9.8
11 74 3.5
11 75 6.7
11 76 9.0
11 78 6.5
11 80 9.1
11 83 2.4
11 84 6.8
11 85 8.7
11 86 2.6
11 87 8.9
11 88 7.8
11 90 4.2
11 91 9.9
11 92 2.8
11 93 5.9
11 94 7.8
11 95 3.2
11 96 2.9
11 97 4.5
11 98 3.4
11 100 3.9
11 102 8.6
11 103 4.8
11 108 2.9
11 109 4.7
11 110 1.3
11 111 1.6
11 113 6.7
11 117 5.7
11 120 5.2
11 122 7.6
11 124 5.3
11 125 3.4
11 127 5.8
11 129 8.4
11 130 2.4
11 133 8.7
11 134 2.9
11 135 3.7
11 136 2.9
11 138 10.0
11 139 1.5
11 140 2.6
11 142 6.4
11 145 2.1
11 146 8.6
11 147 8.1
11 150 8.5
11 151 4.4
11 152 7.3
11 153 7.1
11 155 1.9
11 156 7.6
11 158 9.7
11 159 4.2
11 161 2.1
11 162 5.6
11 163 6.6
11 164 2.3
11 166 2.4
11 167 5.2
11 168 2.9
11 169 7.2
11 170 5.6
11 174 8.9
11 175 3.9
11 176 8.4
11 178 1.5
11 179 5.3
11 180 8.4
11 183 8.8
11 184 9.8
11 186 3.2
11 187 7.3
11 189 4.3
11 191 1.5
11 194 9.2
11 195 4.6
11 197 8.5
11 199 3.6
11 200 7.0
11 201 1.8
11 202 1.8
11 203 8.5
11 208 2.1
11 209 7.0
11 211 4.3
11 214 8.0
11 215 9.0
11 216 6.2
11 217 3.0
11 219 4.3
11 222 1.8
11 225 6.8
11 228 9.1
11 230 9.7
11 231 2.5
11 233 1.1
11 234 5.7
11 242 6.4
11 243 8.1
11 244 3.5
11 248 10.0
11 249 3.9
11 250 5.8
11 251 8.5
11 252 1.7
11 253 1.0
11 254 8.5
11 258 4.5
11 259 4.9
11 264 2.0
11 266 9.5
11 268 7.4
11 269 2.2
11 270 8.3
11 277 6.7
11 278 4.0
11 281 9.0
11 283 6.3
11 286 8.4
11 287 4.5
11 288 2.4
11 291 4.7
11 292 3.0
11 294 6.0
11 295 4.7
11 296 3.7
11 298 3.7
11 299 9.2
11 301 1.3
11 305 9.3
11 306 9.2
11 307 5.0
11 308 2.6
11 309 3.4
11 311 2.6
11 313 5.4
11 314 1.7
11 315 4.5
11 316 1.9
11 317 4.1
11 319 9.1
11 320 9.4
11 321 2.7
11 323 9.6
11 324 2.8
11 325 9.3
11 330 6.9
11 332 1.7
11 336 7.4
11 337 3.2
11 338 7.4
11 339 5.8
11 340 4.3
11 341 8.6
11 344 5.8
11 347 6.0
11 349 4.4
11 350 5.0
11 351 1.3
11 353 7.7
11 354 4.8
11 355 9.4
11 357 5.2
11 364 5.5
11 365 9.1
11 367 4.4
11 368 4.5
11 369 4.3
11 370 1.5
11 371 2.4
11 372 8.9
11 373 1.9
11 376 4.9
11 378 1.8
11 379 3.3
11 380 3.1
11 381 6.8
11 382 3.5
11 388 5.1
11 390 7.1
11 391 4.9
11 392 9.1
11 394 8.3
11 395 3.3
11 396 3.1
11 398 8.4
11 399 9.3
11 401 8.8
11 402 4.0
11 403 6.7
11 404 6.7
11 405 8.1
11 411 2.5
11 412 1.4
11 414 7.6
11 416 3.6
11 417 8.9
11 418 4.1
11 421 1.7
11 422 7.8
11 423 4.1
11 424 5.6
11 425 7.7
11 426 5.2
11 427 9.6
11 428 6.2
11 429 1.4
11 430 2.0
11 431 6.2
11 432 7.1
11 434 8.2
11 437 2.7
11 439 9.5
11 444 8.1
11 445 8.2
11 446 8.0
11 451 7.2
11 453 9.8
11 454 9.0
11 460 9.0
11 461 9.5
11 463 1.3
11 465 3.5
11 466 2.4
11 467 4.8
11 469 2.9
11 472 10.0
11 473 1.5
11 474 6.8
11 475 5.4
11 476 4.7
11 477 7.0
11 478 1.9
11 480 3.0
11 481 6.4
11 482 2.4
11 484 1.2
11 485 8.9
11 487 8.0
11 489 6.2
11 490 9.3
11 492 2.4
11 494 8.2
11 495 6.3
11 500 6.1
12 1 6.7
12 5 6.7
12 8 3.1
12 14 3.5
12 16 8.4
12 17 6.8
12 18 4.1
12 19 9.7
12 21 5.5
12 23 8.1
12 25 3.6
12 26 3.4
12 28 5.8
12 29 3.0
12 30 4.2
12 33 3.8
12 34 6.5
12 36 3.7
12 39 7.5
12 41 2.6
12 42 2.9
12 47 1.4
12 48 7.4
12 49 8.8
12 50 3.4
12 52 9.4
12 58 7.3
12 59 1.9
12 60 9.6
12 61 3.3
12 62 2.9
12 65 4.2
12 66 8.2
12 68 5.7
12 69 7.8
12 70 2.2
12 72 3.5
12 73 9.4
12 75 9.7
12 76 5.7
12 77 8.7
12 79 8.2
12 81 8.3
12 83 6.9
12 88 2.1
12 89 7.9
12 90 3.0
12 91 9.9
12 93 8.4
12 94 7.7
12 97 4.3
12 100 1.1
12 101 9.8
12 103 1.3
12 105 3.2
12 106 8.8
12 108 8.1
12 109 4.8
12 110 9.0
12 112 3.2
12 113 9.7
12 114 1.4
12 115 3.9
12 116 3.1
12 117 3.2
12 118 1.9
12 119 8.7
12 120 1.9
12 121 9.1
12 123 8.6
12 125 7.4
12 127 7.3
12 129 3.9
12 133 2.2
12 134 9.1
12 135 7.3
12 136 9.1
12 137 9.1
12 139 1.6
12 142 8.6
12 143 9.8
12 144 3.4
12 145 4.9
12 146 8.1
12 147 3.1
12 148 2.0
12 150 1.5
12 151 2.9
12 152 3.2
12 154 6.0
12 155 7.4
12 156 2.3
12 158 6.9
12 163 7.3
12 164 1.0
12 165 6.0
12 166 6.2
12 168 6.0
12 169 3.2
12 171 7.1
12 173 7.9
12 174 8.2
12 175 3.2
12 177 7.6
12 178 7.3
12 179 8.3
12 180 3.5
12 184 7.2
12 186 4.8
12 189 7.8
12 194 7.2
12 196 7.8
12 201 7.4
12 202 6.7
12 208 1.4
12 209 7.0
12 210 1.6
12 211 1.0
12 212 5.2
12 215 7.9
12 216 7.3
12 218 3.2
12 220 8.3
12 223 4.9
12 224 6.0
12 226 5.5
12 228 4.1
12 229 6.5
12 233 4.9
12 234 9.7
12 235 4.8
12 240 4.3
12 241 6.0
12 244 3.4
12 247 4.6
12 249 9.1
12 250 3.2
12 253 3.5
12 256 3.4
12 259 3.8
12 260 8.6
12 261 6.5
12 262 1.6
12 264 7.7
12 265 8.3
12 268 4.1
12 270 3.6
12 271 2.0
12 275 3.0
12 276 8.3
12 277 7.4
12 279 1.1
12 280 6.3
12 281 9.1
12 286 1.1
12 287 9.2
12 288 2.3
12 289 2.1
12 291 9.0
12 292 7.6
12 293 5.8
12 294 4.5
12 295 6.7
12 298 7.8
12 301 7.3
12 302 9.1
12 303 4.9
12 304 9.4
12 305 5.9
12 306 3.0
12 307 5.6
12 310 6.8
12 311 7.2
12 313 5.0
12 314 4.3
12 317 2.1
12 319 6.5
12 320 1.8
12 322 8.1
12 323 3.5
12 324 9.9
12 325 2.3
12 326 2.1
12 327 9.4
12 329 7.0
12 331 4.3
12 332 4.0
12 333 8.9
12 337 9.2
12 342 7.4
12 347 7.6
12 351 9.5
12 360 2.7
12 361 5.3
12 364 6.1
12 365 6.5
12 367 3.2
12 370 5.1
12 371 5.5
12 372 6.9
12 373 4.7
12 374 8.6
12 375 5.0
12 378 5.2
12 379 4.9
12 380 7.9
12 381 3.6
12 382 7.4
12 383 5.4
12 385 1.1
12 386 8.9
12 387 5.3
12 389 4.0
12 390 3.3
12 392 2.4
12 393 1.2
12 395 2.6
12 396 2.5
12 397 8.3
12 402 5.2
12 403 4.2
12 404 8.2
12 406 6.4
12 407 9.9
12 408 9.0
12 409 3.7
12 410 3.3
12 411 6.6
12 412 5.7
12 414 5.4
12 415 9.4
12 417 9.9
